LAMMPS data file via write_data, version 2 Aug 2023, timestep = 500000, units = real

4817 atoms
1 atom types

-25.872188 25.872188 xlo xhi
-400 400 ylo yhi
-400 400 zlo zhi

Masses

1 40

Pair Coeffs # lj/cut

1 0.237524 3.405

Atoms # full

1880 0 1 0 24.47939439018718 -341.6377622930334 -383.5834564410864 -5 0 1
1541 0 1 0 -20.062872455608588 -277.9560430638703 -392.44372026986736 10 2 0
3519 0 1 0 14.86038646992588 -286.08320434357614 -391.4401877260934 16 0 2
1888 0 1 0 20.383674546061133 -267.9824871209848 -398.8918007947753 3 1 0
1865 0 1 0 22.36532738518445 -367.91905625724576 -274.4599027505382 -17 1 -1
4068 0 1 0 3.951028094458027 -253.06011243175283 -393.22719648787427 -8 1 0
2332 0 1 0 -1.6374992217183373 -399.59647443065774 -375.6360978771864 12 1 1
1632 0 1 0 -23.659269688775762 -245.7436168152831 -396.51779171392013 21 1 1
760 0 1 0 19.80252461512636 -241.1150322633222 -394.3421674180238 -12 2 2
4007 0 1 0 24.5928977241451 -310.70691012323266 -274.2823094893585 -9 1 -1
4062 0 1 0 12.189441249587224 -362.9710930367039 -381.1038391981842 14 2 -1
336 0 1 0 -18.56140737472534 -330.8816973904034 -388.556248095972 -15 -1 0
4567 0 1 0 2.6425736703372555 -313.8609544487372 -380.8483632116417 -8 3 1
2003 0 1 0 -3.186466929794298 -342.6810206694418 -398.6007041954961 12 1 -2
583 0 1 0 19.967132459763384 -299.1838072983559 -390.4762581516554 10 0 1
3180 0 1 0 7.647039503280248 -252.78003734621083 -394.48327072834644 13 1 2
523 0 1 0 3.7464172710197206 -249.31063324603127 -389.70771485410165 -7 1 1
3244 0 1 0 -23.813022022052984 -241.18423535833747 -389.8701909704788 5 1 0
1475 0 1 0 20.717706252780204 -211.68001975422186 -377.72513785197134 8 0 -1
4403 0 1 0 -15.166267667661389 -398.2344237784406 -376.6018156616989 -6 2 0
2806 0 1 0 21.61809117754659 -263.2253963429941 -286.6052672015386 -18 1 0
3952 0 1 0 -14.7159703757109 -374.51487653809835 -371.19517668340364 -15 1 2
576 0 1 0 -3.7138680333719427 -372.6831130725798 -377.073342161688 -11 1 0
4537 0 1 0 -4.477833462179108 -371.5118832976951 -367.8306104549568 26 0 0
572 0 1 0 -2.5949476680699313 -351.3611328656023 -362.985474144855 9 0 1
1389 0 1 0 -13.67008324928785 -300.40139630209484 -376.41161042341116 9 0 1
3798 0 1 0 13.461865194050093 -311.0145273661128 -377.4085883663058 -14 0 0
1579 0 1 0 -2.1442818614224826 -271.4907771869187 -386.792004543666 -18 1 0
464 0 1 0 25.534715458249273 -263.42031745260203 -382.3356391224009 8 1 1
52 0 1 0 2.865954188734972 -259.14420920746113 -382.5060477900983 11 -1 0
4052 0 1 0 -7.305186787649369 -248.2684705593679 -382.3580391796047 -1 0 -1
4043 0 1 0 -2.892238035518394 -242.14854137146867 -365.6273497995453 7 0 1
4765 0 1 0 25.685532677082545 -272.1094689612351 -269.77309279624563 17 0 0
3470 0 1 0 12.576543914573909 -396.17248653816006 -373.33511848328055 11 1 0
1871 0 1 0 -15.322479064543709 -369.8230142614456 -372.79159047377823 38 0 2
3177 0 1 0 3.539123109585184 -364.62830973486825 -357.3155531321873 20 0 2
1728 0 1 0 4.328559062439762 -348.1763836528514 -370.23755734589486 -13 0 1
989 0 1 0 13.65001986409811 -327.50590882284234 -369.85532943464773 9 0 -2
1381 0 1 0 -13.094699120953372 -319.63300135225455 -369.0351534832276 -10 0 -1
531 0 1 0 17.93810058125819 -289.40849215439005 -357.97918050164435 -8 1 1
3609 0 1 0 -10.4451651331977 -271.27129392181234 -365.186084950343 8 0 1
3318 0 1 0 -24.647778635477234 -293.9731785934322 -372.09184111516913 -14 2 0
2983 0 1 0 -19.87608345902621 -260.56884658333433 -381.5691001369594 23 1 -1
983 0 1 0 -16.70607617929609 -239.62588752229186 -365.16937530186567 2 1 0
597 0 1 0 11.767100997534751 -235.41423577290482 -360.3760804661273 0 1 1
1501 0 1 0 -15.385901151710078 -222.1161191420138 -359.91725784507196 -22 0 0
2300 0 1 0 -17.639397816335254 -220.6374294725096 -375.9932313621731 21 3 -1
514 0 1 0 5.854213907059583 -363.4093860352406 -359.78893733859854 8 0 0
123 0 1 0 3.6844085954185486 -343.8527548666511 -367.1454481849434 2 2 1
1911 0 1 0 9.492642900077911 -351.17012416959994 -353.7837932157431 -7 0 2
3327 0 1 0 13.142908471140467 -331.72530645037386 -363.5710983944953 -14 1 -1
697 0 1 0 -1.351437784781683 -316.225931033066 -375.723001778614 -5 0 2
4426 0 1 0 -5.4888939332947295 -275.82882777675684 -372.63372911467735 12 0 1
2830 0 1 0 -10.051678152199186 -266.56445849757995 -354.6424499334746 -12 -1 2
1889 0 1 0 18.909737602701014 -225.20592695843618 -367.8055182740579 25 1 0
2713 0 1 0 -12.310779160691165 -214.91470179246494 -349.3371876371003 -13 0 1
3131 0 1 0 -11.882342684546051 -212.9752190486729 -346.19451860804435 18 0 0
4412 0 1 0 -0.3980299647928872 -227.3408601394632 -267.13539443313505 13 -1 0
544 0 1 0 15.062151161850814 -384.28158435941384 -350.30041376892416 -7 1 1
4418 0 1 0 21.418431502497533 -359.9333829887535 -354.7326111865674 6 0 0
4733 0 1 0 21.4243533005465 -360.38912114715964 -359.6651886277911 -3 0 1
2754 0 1 0 -16.527141262805596 -348.6641692066187 -342.4960430408923 -9 2 2
2729 0 1 0 1.5292143767832491 -353.0131396765229 -347.2064397416003 -9 0 0
3396 0 1 0 -9.945597242676016 -345.6005894936996 -359.38735530719975 -10 0 0
1041 0 1 0 -15.20815471159658 -320.77839777732606 -353.2368923041326 -7 0 2
4048 0 1 0 -24.618166684677934 -295.60680845407956 -347.7219021548577 8 0 1
1232 0 1 0 -19.422161196825602 -265.56633010824385 -351.9769848321323 -4 -1 2
3882 0 1 0 1.7813969833280772 -254.67151021979228 -346.1393842373992 -14 0 0
2991 0 1 0 8.549342890829797 -230.25962737450655 -361.9505289300647 0 1 0
1867 0 1 0 16.86078536327781 -240.50908009122884 -339.20215254396976 38 0 1
1661 0 1 0 2.2204083070309704 -220.3897024080954 -352.0074882417532 4 2 0
1732 0 1 0 -23.344485207744572 -213.33381328268499 -336.39333095028866 -13 1 1
1023 0 1 0 23.938557447012688 -213.0913979386826 -345.2021049404629 -22 1 2
4803 0 1 0 -19.379640240081493 -209.3282480026314 -347.8082099006703 12 2 -1
2783 0 1 0 1.8578701845274246 -387.3213690774916 -351.36991277906276 -4 1 0
1705 0 1 0 16.981614489450536 -383.9653234970585 -339.5518808936498 -13 0 -1
782 0 1 0 -3.6535668803426495 -364.1817466984052 -341.2690027863967 -6 0 1
3308 0 1 0 -23.996546511889818 -350.28829888582976 -328.93426596592093 -13 1 1
767 0 1 0 1.7844828361716039 -349.1863803802329 -346.83545546153925 14 0 1
